host_id,property_id,room_type,price,cleaning_fee,availability_next_30,availability_next_60,availability_next_90,reviews_per_month,review_scores_rating,review_scores_location,cancellation_policy,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,neighbourhood_group_cleansed,latitude,longitude,property_type,ordinal_rating,available,Years_host
14455,1,Entire home/apt,71.0,35.0,5,12,17,0.17,98.0,10.0,moderate,2009,within an hour,100%,0,1.0,Lisboa,38.69675,-9.1984,Apartment,4 Stars,Yellow,11
107347,2,Entire home/apt,90.0,30.0,5,8,13,1.6,96.0,10.0,moderate,2010,within an hour,100%,1,1.0,Lisboa,38.71167,-9.12696,Apartment,4 Stars,Yellow,10
125768,5,Entire home/apt,100.0,40.0,4,14,44,2.95,91.0,10.0,moderate,2010,within a few hours,100%,0,3.0,Lisboa,38.712720000000004,-9.12628,Apartment,3 Stars,Yellow,10
126415,6,Entire home/apt,60.0,0.0,3,8,13,2.45,96.0,10.0,strict_14_with_grace_period,2010,within an hour,100%,1,2.0,Lisboa,38.71239,-9.12887,Apartment,4 Stars,Yellow,10
128075,7,Entire home/apt,1050.0,50.0,2,3,17,0.42,98.0,10.0,strict_14_with_grace_period,2010,within an hour,100%,1,3.0,Lisboa,38.71195,-9.15877,Apartment,4 Stars,Yellow,10
128890,8,Entire home/apt,100.0,30.0,0,0,1,0.33,93.0,9.0,strict_14_with_grace_period,2010,within a day,100%,0,2.0,Lisboa,38.74712,-9.15286,Apartment,3 Stars,Red,10
176410,9,Entire home/apt,150.0,20.0,5,28,49,3.28,88.0,10.0,moderate,2010,within an hour,99%,0,11.0,Lisboa,38.70953,-9.14255,Apartment,2 Stars,Yellow,10
136230,10,Entire home/apt,70.0,20.0,18,48,78,1.13,88.0,10.0,flexible,2010,within an hour,100%,0,12.0,Lisboa,38.71082,-9.1509,Apartment,2 Stars,Green,10
218778,11,Entire home/apt,65.0,0.0,14,15,39,0.11,82.0,9.0,flexible,2010,within a few hours,100%,0,5.0,Lisboa,38.71309,-9.14392,Apartment,2 Stars,Green,10
218990,12,Entire home/apt,100.0,20.0,0,0,0,0.47,99.0,10.0,strict_14_with_grace_period,2010,within an hour,100%,1,1.0,Cascais,38.6965,-9.42571,House,4 Stars,Red,10
222551,13,Entire home/apt,235.0,50.0,8,19,30,0.79,100.0,9.0,strict_14_with_grace_period,2010,within an hour,100%,1,1.0,Sintra,38.803340000000006,-9.37913,Apartment,5 Stars,Green,10
225054,14,Entire home/apt,125.0,50.0,3,30,60,0.24,100.0,10.0,strict_14_with_grace_period,2010,within a few hours,100%,0,1.0,Sintra,38.805890000000005,-9.38532,Apartment,5 Stars,Yellow,10
225364,15,Entire home/apt,230.0,30.0,28,33,63,0.09,100.0,9.0,strict_14_with_grace_period,2010,within a day,100%,0,1.0,Alenquer,39.06003,-9.04619,Cottage,5 Stars,Green,10
229376,16,Entire home/apt,60.0,0.0,10,24,42,0.39,90.0,9.0,strict_14_with_grace_period,2010,within an hour,100%,0,2.0,Lisboa,38.70388,-9.1652,Apartment,2 Stars,Green,10
267647,20,Private room,30.0,0.0,12,41,71,0.27,97.0,9.0,flexible,2010,within an hour,100%,1,1.0,Mafra,39.00186,-9.416830000000001,House,4 Stars,Green,10
270457,21,Entire home/apt,75.0,35.0,17,47,77,1.25,93.0,9.0,moderate,2010,within an hour,100%,0,8.0,Lisboa,38.71903,-9.1239,Apartment,3 Stars,Green,10
322145,22,Entire home/apt,103.0,20.0,3,13,20,0.54,96.0,10.0,moderate,2010,a few days or more,0%,0,1.0,Lisboa,38.71295,-9.14739,Loft,4 Stars,Yellow,10
184400,23,Entire home/apt,90.0,0.0,20,50,80,0.25,92.0,8.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.705009999999994,-9.16348,Apartment,3 Stars,Green,10
405842,24,Entire home/apt,100.0,30.0,7,13,35,0.38,90.0,9.0,strict_14_with_grace_period,2011,within a few hours,100%,0,7.0,Lisboa,38.72807,-9.163110000000001,Apartment,2 Stars,Yellow,9
184400,25,Entire home/apt,105.0,20.0,30,60,90,0.21,87.0,9.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.71255,-9.16001,Apartment,2 Stars,Green,10
456477,26,Entire home/apt,103.0,35.0,3,5,9,1.28,93.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,2.0,Cascais,38.69899,-9.433710000000001,Apartment,3 Stars,Yellow,9
335614,27,Entire home/apt,110.0,30.0,6,21,32,2.13,89.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,2.0,Lisboa,38.72034,-9.128919999999999,Apartment,2 Stars,Yellow,9
181902,28,Entire home/apt,203.0,60.0,9,21,27,0.77,93.0,10.0,strict_14_with_grace_period,2010,within an hour,100%,0,37.0,Lisboa,38.71178,-9.13798,Apartment,3 Stars,Green,10
383078,29,Entire home/apt,105.0,0.0,16,42,65,1.76,99.0,10.0,strict_14_with_grace_period,2011,within an hour,89%,1,1.0,Lisboa,38.71588,-9.14065,Apartment,4 Stars,Green,9
482911,30,Entire home/apt,95.0,30.0,0,1,13,0.78,94.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Lisboa,38.72361,-9.1434,Apartment,3 Stars,Red,9
483396,31,Entire home/apt,75.0,0.0,0,0,0,0.35,94.0,9.0,flexible,2011,within a day,100%,0,1.0,Lisboa,38.715270000000004,-9.12307,Apartment,3 Stars,Red,9
485573,32,Entire home/apt,125.0,0.0,10,17,47,0.29,95.0,10.0,strict_14_with_grace_period,2011,within a day,100%,0,1.0,Lisboa,38.7124,-9.14989,House,3 Stars,Green,9
490050,33,Private room,46.0,0.0,19,28,58,2.77,95.0,10.0,flexible,2011,within a day,80%,0,1.0,Lisboa,38.721379999999996,-9.144060000000001,Apartment,3 Stars,Green,9
184400,34,Entire home/apt,165.0,20.0,27,57,87,0.18,88.0,9.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.71767,-9.152619999999999,Apartment,2 Stars,Green,10
183877,35,Entire home/apt,75.0,25.0,10,31,55,0.97,90.0,10.0,strict_14_with_grace_period,2010,within an hour,100%,0,1.0,Lisboa,38.719120000000004,-9.13058,Guest suite,2 Stars,Green,10
538753,36,Entire home/apt,120.0,40.0,21,51,75,1.38,96.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,11.0,Lisboa,38.71725,-9.13007,Apartment,4 Stars,Green,9
544047,37,Private room,17.0,0.0,0,0,25,0.41,78.0,8.0,flexible,2011,within a few hours,100%,0,2.0,Oeiras,38.7462,-9.2786,House,1 Star,Red,9
547928,38,Private room,50.0,20.0,0,0,0,1.23,97.0,10.0,flexible,2011,a few days or more,0%,1,2.0,Cascais,38.70035,-9.38247,Apartment,4 Stars,Red,9
557442,40,Private room,43.0,17.0,0,0,0,1.4,98.0,10.0,moderate,2011,within a few hours,100%,1,4.0,Lisboa,38.748020000000004,-9.14038,Apartment,4 Stars,Red,9
574017,41,Entire home/apt,159.0,60.0,1,1,14,0.09,100.0,9.0,strict_14_with_grace_period,2011,within a few hours,86%,0,3.0,Cascais,38.699220000000004,-9.44053,Condominium,5 Stars,Yellow,9
387186,43,Entire home/apt,78.0,30.0,5,17,43,2.03,97.0,9.0,strict_14_with_grace_period,2011,within an hour,99%,1,9.0,Lisboa,38.708690000000004,-9.162360000000001,Apartment,4 Stars,Yellow,9
606629,44,Entire home/apt,125.0,45.0,4,5,23,0.5,88.0,10.0,moderate,2011,within a few hours,100%,1,1.0,Lisboa,38.715540000000004,-9.12571,Apartment,2 Stars,Yellow,9
184400,45,Entire home/apt,200.0,50.0,30,60,90,0.23,91.0,9.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.71999,-9.15892,Apartment,3 Stars,Green,10
615634,47,Entire home/apt,92.0,30.0,3,7,9,0.67,91.0,10.0,moderate,2011,within an hour,100%,1,1.0,Lisboa,38.71298,-9.15115,Apartment,3 Stars,Yellow,9
624049,48,Entire home/apt,70.0,25.0,0,16,19,2.15,91.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,3.0,Lisboa,38.711999999999996,-9.137039999999999,Apartment,3 Stars,Red,9
624049,49,Entire home/apt,65.0,25.0,18,40,70,1.75,93.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,3.0,Lisboa,38.71512,-9.13518,Apartment,3 Stars,Green,9
624278,51,Entire home/apt,97.0,28.0,22,52,82,1.69,88.0,10.0,strict_14_with_grace_period,2011,within an hour,98%,0,11.0,Lisboa,38.71523,-9.12384,Apartment,2 Stars,Green,9
628095,53,Private room,25.0,0.0,22,46,76,3.54,91.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,7.0,Lisboa,38.72828,-9.13192,Apartment,3 Stars,Green,9
643374,55,Private room,60.0,30.0,6,23,36,1.79,92.0,10.0,moderate,2011,within an hour,90%,0,2.0,Lisboa,38.71869,-9.13694,Apartment,3 Stars,Yellow,9
643762,56,Private room,66.0,0.0,20,37,67,0.18,85.0,7.0,flexible,2011,within a day,100%,0,2.0,Cascais,38.68647,-9.329889999999999,Villa,2 Stars,Green,9
656138,57,Entire home/apt,70.0,30.0,2,6,22,2.38,93.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,2.0,Lisboa,38.71079,-9.13223,Apartment,3 Stars,Yellow,9
656540,58,Private room,26.0,0.0,7,31,51,6.34,92.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Sintra,38.796209999999995,-9.473419999999999,Bed and breakfast,3 Stars,Yellow,9
659768,59,Entire home/apt,90.0,40.0,4,16,46,1.82,90.0,9.0,strict_14_with_grace_period,2011,within an hour,80%,0,2.0,Lisboa,38.71955,-9.1229,Apartment,2 Stars,Yellow,9
663233,60,Entire home/apt,105.0,30.0,7,14,30,2.08,95.0,10.0,moderate,2011,within an hour,100%,0,6.0,Lisboa,38.711040000000004,-9.14551,Apartment,3 Stars,Yellow,9
656138,62,Entire home/apt,70.0,30.0,7,25,55,1.71,95.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,2.0,Lisboa,38.71216,-9.13113,Apartment,3 Stars,Yellow,9
218778,63,Entire home/apt,65.0,0.0,0,0,0,0.02,90.0,10.0,flexible,2010,within a few hours,100%,0,5.0,Lisboa,38.71363,-9.14435,Apartment,2 Stars,Red,10
677938,65,Entire home/apt,60.0,25.0,5,6,8,2.59,96.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,1.0,Lisboa,38.71138,-9.13032,Apartment,4 Stars,Yellow,9
678222,66,Entire home/apt,140.0,50.0,3,8,8,1.03,95.0,10.0,moderate,2011,within an hour,100%,0,3.0,Lisboa,38.71018,-9.13292,Apartment,3 Stars,Yellow,9
682628,67,Entire home/apt,201.0,85.0,23,53,83,0.29,83.0,9.0,strict_14_with_grace_period,2011,within an hour,80%,0,8.0,Lisboa,38.71246,-9.14396,Apartment,2 Stars,Green,9
688914,69,Entire home/apt,92.0,40.0,3,10,16,0.17,94.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,71.0,Cascais,38.695809999999994,-9.423110000000001,Apartment,3 Stars,Yellow,9
701650,72,Entire home/apt,90.0,0.0,1,3,15,0.49,95.0,10.0,flexible,2011,within an hour,85%,0,13.0,Lisboa,38.71095,-9.14402,Apartment,3 Stars,Yellow,9
702605,74,Entire home/apt,243.0,70.0,1,1,5,0.53,88.0,9.0,moderate,2011,within an hour,100%,0,2.0,Sintra,38.82264,-9.4612,House,2 Stars,Yellow,9
713828,76,Entire home/apt,110.0,30.0,11,25,49,0.28,96.0,9.0,moderate,2011,within a few hours,70%,0,4.0,Lisboa,38.71613,-9.13267,Apartment,4 Stars,Green,9
713828,77,Entire home/apt,125.0,50.0,3,16,38,0.18,60.0,8.0,moderate,2011,within a few hours,70%,0,4.0,Lisboa,38.71728,-9.131039999999999,Apartment,1 Star,Yellow,9
716185,78,Entire home/apt,145.0,45.0,1,1,8,0.35,99.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Sintra,38.78808,-9.45999,Cottage,4 Stars,Yellow,9
716988,79,Entire home/apt,185.0,115.0,0,0,0,0.34,84.0,10.0,strict_14_with_grace_period,2011,a few days or more,0%,0,1.0,Lisboa,38.71262,-9.14156,Apartment,2 Stars,Red,9
676330,80,Entire home/apt,100.0,40.0,0,0,0,1.18,94.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,8.0,Lisboa,38.71018,-9.15282,Apartment,3 Stars,Red,9
721565,81,Entire home/apt,100.0,30.0,2,15,38,0.94,97.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,3.0,Lisboa,38.713029999999996,-9.133610000000001,Apartment,4 Stars,Yellow,9
726687,82,Entire home/apt,80.0,20.0,1,1,3,0.96,87.0,10.0,moderate,2011,within an hour,100%,0,3.0,Lisboa,38.71151,-9.12676,Apartment,2 Stars,Yellow,9
726687,83,Entire home/apt,79.0,20.0,0,2,5,1.16,89.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,3.0,Lisboa,38.71295,-9.13172,Loft,2 Stars,Red,9
727771,84,Entire home/apt,42.0,0.0,3,10,18,3.71,95.0,10.0,moderate,2011,within an hour,93%,0,16.0,Lisboa,38.71158,-9.12828,Apartment,3 Stars,Yellow,9
731092,85,Private room,55.0,10.0,30,60,90,0.08,100.0,8.0,strict_14_with_grace_period,2011,within a few hours,100%,0,4.0,Sintra,38.758309999999994,-9.34034,House,5 Stars,Green,9
739283,86,Entire home/apt,113.0,60.0,0,0,0,1.68,89.0,10.0,flexible,2011,within an hour,100%,0,1.0,Lisboa,38.7144,-9.14972,Apartment,2 Stars,Red,9
749485,87,Entire home/apt,85.0,30.0,5,8,27,1.32,95.0,9.0,moderate,2011,within an hour,100%,1,1.0,Lisboa,38.707,-9.177489999999999,Apartment,3 Stars,Yellow,9
754495,88,Entire home/apt,90.0,35.0,0,0,0,0.29,60.0,8.0,moderate,2011,within a day,100%,0,2.0,Cascais,38.70593,-9.40886,Apartment,1 Star,Red,9
743285,89,Entire home/apt,350.0,0.0,28,58,88,0.03,100.0,10.0,flexible,2011,a few days or more,0%,0,1.0,Lisboa,38.71009,-9.153880000000001,Apartment,5 Stars,Green,9
1554338,90,Entire home/apt,135.0,45.0,7,19,32,2.32,94.0,10.0,moderate,2012,within an hour,100%,0,7.0,Lisboa,38.715270000000004,-9.14462,Apartment,3 Stars,Yellow,8
776014,91,Entire home/apt,100.0,20.0,8,9,9,0.99,98.0,10.0,moderate,2011,within an hour,100%,1,4.0,Lisboa,38.715959999999995,-9.15399,Apartment,4 Stars,Green,9
776014,92,Entire home/apt,120.0,20.0,11,26,53,0.51,100.0,10.0,moderate,2011,within an hour,100%,1,4.0,Lisboa,38.71717,-9.15204,Apartment,5 Stars,Green,9
776635,93,Entire home/apt,95.0,25.0,12,19,29,0.27,93.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,16.0,Lisboa,38.713390000000004,-9.13562,Apartment,3 Stars,Green,9
791812,95,Entire home/apt,70.0,0.0,4,9,17,2.01,97.0,10.0,moderate,2011,within an hour,100%,1,2.0,Lisboa,38.71417,-9.14054,Apartment,4 Stars,Yellow,9
814003,96,Entire home/apt,95.0,45.0,19,49,79,1.22,98.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,2.0,Lisboa,38.707190000000004,-9.161539999999999,Apartment,4 Stars,Green,9
820718,97,Private room,74.0,35.0,5,30,60,0.99,89.0,9.0,moderate,2011,within an hour,100%,0,1.0,Lisboa,38.745909999999995,-9.1361,Apartment,2 Stars,Yellow,9
822877,98,Entire home/apt,98.0,39.0,12,29,59,2.0,97.0,10.0,moderate,2011,within an hour,100%,1,4.0,Lisboa,38.715090000000004,-9.13516,Apartment,4 Stars,Green,9
823780,99,Entire home/apt,89.0,30.0,4,13,21,3.65,99.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,4.0,Lisboa,38.71228,-9.13037,Apartment,4 Stars,Yellow,9
833952,100,Entire home/apt,94.0,25.0,3,22,46,0.88,90.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,4.0,Lisboa,38.71784,-9.13221,Apartment,2 Stars,Yellow,9
842219,101,Entire home/apt,229.0,29.0,14,36,66,6.36,98.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,2.0,Lisboa,38.70817,-9.14368,Apartment,4 Stars,Green,9
753902,102,Entire home/apt,95.0,30.0,2,4,8,2.28,92.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,6.0,Lisboa,38.70968,-9.132769999999999,Apartment,3 Stars,Yellow,9
753902,103,Entire home/apt,115.0,30.0,5,8,12,2.41,93.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,6.0,Lisboa,38.71055,-9.132480000000001,Apartment,3 Stars,Yellow,9
867993,105,Private room,48.0,15.0,24,41,71,1.13,99.0,10.0,moderate,2011,within an hour,100%,1,2.0,Lisboa,38.72156,-9.132660000000001,Apartment,4 Stars,Green,9
412702,106,Entire home/apt,61.0,25.0,0,0,2,1.72,92.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Lisboa,38.711220000000004,-9.15034,Apartment,3 Stars,Red,9
887175,107,Entire home/apt,175.0,60.0,5,13,40,0.28,91.0,10.0,strict_14_with_grace_period,2011,within a day,70%,0,2.0,Lisboa,38.768209999999996,-9.09786,Condominium,3 Stars,Yellow,9
184400,108,Entire home/apt,180.0,30.0,0,0,0,0.19,85.0,10.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.71252,-9.14162,Apartment,2 Stars,Red,10
899179,109,Entire home/apt,85.0,25.0,10,15,15,0.8,93.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,5.0,Lisboa,38.7155,-9.13513,Apartment,3 Stars,Green,9
901710,110,Entire home/apt,175.0,25.0,12,35,57,3.73,97.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,1,2.0,Lisboa,38.71074,-9.13134,Apartment,4 Stars,Green,9
915146,111,Entire home/apt,110.0,35.0,3,3,5,2.25,100.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,1,3.0,Lisboa,38.710390000000004,-9.14824,Loft,5 Stars,Yellow,9
917694,112,Entire home/apt,200.0,0.0,27,57,87,0.65,96.0,9.0,flexible,2011,within an hour,100%,0,1.0,Lisboa,38.72244,-9.15864,Apartment,4 Stars,Green,9
515924,113,Private room,25.0,0.0,0,28,58,0.22,95.0,9.0,strict_14_with_grace_period,2011,within a day,55%,0,9.0,Lisboa,38.71982,-9.14255,Apartment,3 Stars,Red,9
951913,115,Entire home/apt,104.0,50.0,2,13,27,1.61,90.0,9.0,strict_14_with_grace_period,2011,within a few hours,90%,0,3.0,Lisboa,38.728229999999996,-9.12669,Apartment,2 Stars,Yellow,9
7054947,116,Entire home/apt,210.0,25.0,25,49,79,0.05,87.0,9.0,strict_14_with_grace_period,2013,a few days or more,0%,0,4.0,Oeiras,38.697959999999995,-9.29093,House,2 Stars,Green,7
640147,117,Entire home/apt,62.0,24.0,9,20,50,0.34,93.0,8.0,strict_14_with_grace_period,2011,within a few hours,100%,0,1.0,Lisboa,38.778240000000004,-9.15248,Apartment,3 Stars,Green,9
914126,118,Entire home/apt,135.0,40.0,0,5,11,0.68,98.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,1,18.0,Lisboa,38.71138,-9.13655,Apartment,4 Stars,Red,9
987856,119,Entire home/apt,105.0,30.0,0,4,18,0.4,94.0,9.0,moderate,2011,within a few hours,100%,0,3.0,Lisboa,38.74487,-9.153960000000001,Apartment,3 Stars,Red,9
184400,120,Entire home/apt,150.0,20.0,25,55,85,0.18,95.0,10.0,moderate,2010,within a day,68%,0,18.0,Lisboa,38.71042,-9.14096,Apartment,3 Stars,Green,10
753902,121,Entire home/apt,80.0,20.0,2,7,12,1.62,94.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,6.0,Lisboa,38.709340000000005,-9.132019999999999,Apartment,3 Stars,Yellow,9
1039097,122,Entire home/apt,80.0,25.0,0,0,25,0.15,80.0,8.0,strict_14_with_grace_period,2011,within an hour,92%,0,9.0,Lisboa,38.70513,-9.16235,Apartment,1 Star,Red,9
758277,124,Entire home/apt,55.0,0.0,5,11,28,0.47,88.0,9.0,moderate,2011,within an hour,100%,0,2.0,Cascais,38.7108,-9.40865,Condominium,2 Stars,Yellow,9
1091599,125,Entire home/apt,75.0,0.0,2,3,4,1.96,96.0,10.0,moderate,2011,a few days or more,0%,1,1.0,Lisboa,38.71253,-9.12632,Apartment,4 Stars,Yellow,9
1096085,126,Entire home/apt,115.0,35.0,0,0,0,1.93,91.0,9.0,strict_14_with_grace_period,2011,a few days or more,0%,0,1.0,Lisboa,38.71322,-9.14658,Apartment,3 Stars,Red,9
1108485,127,Private room,30.0,0.0,1,1,10,0.43,96.0,10.0,flexible,2011,within a few hours,80%,1,2.0,Lisboa,38.750479999999996,-9.146,Apartment,4 Stars,Yellow,9
1121762,128,Entire home/apt,70.0,0.0,12,17,17,1.85,94.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Lisboa,38.71212,-9.12848,Apartment,3 Stars,Green,9
1130719,131,Entire home/apt,98.0,20.0,11,17,25,0.27,95.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Sintra,38.79325,-9.478539999999999,Apartment,3 Stars,Green,9
763034,132,Entire home/apt,100.0,40.0,20,33,51,0.23,88.0,9.0,flexible,2011,within an hour,100%,1,5.0,Mafra,38.88991,-9.31029,Tiny house,2 Stars,Green,9
763034,133,Entire home/apt,180.0,0.0,19,45,63,0.06,73.0,8.0,flexible,2011,within an hour,100%,1,5.0,Mafra,38.89156,-9.31059,House,1 Star,Green,9
1157493,134,Private room,80.0,20.0,26,56,86,0.15,90.0,9.0,flexible,2011,a few days or more,0%,0,1.0,Lisboa,38.73194,-9.13383,Apartment,2 Stars,Green,9
1165468,135,Private room,75.0,20.0,0,0,0,0.12,98.0,10.0,moderate,2011,within an hour,100%,0,3.0,Lisboa,38.7096,-9.14686,Apartment,4 Stars,Red,9
1185103,136,Entire home/apt,92.0,35.0,2,7,23,3.05,97.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,3.0,Lisboa,38.71157,-9.129560000000001,Apartment,4 Stars,Yellow,9
624278,137,Entire home/apt,73.0,28.0,19,39,69,1.51,87.0,10.0,strict_14_with_grace_period,2011,within an hour,98%,0,11.0,Lisboa,38.71411,-9.12456,Apartment,2 Stars,Green,9
1207800,138,Private room,22.0,0.0,9,37,43,7.64,91.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,3.0,Lisboa,38.716,-9.14354,Apartment,3 Stars,Green,9
1171644,139,Entire home/apt,55.0,20.0,4,5,12,1.2,94.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Cascais,38.68727,-9.33687,Guest suite,3 Stars,Yellow,9
1208572,140,Private room,78.0,39.0,0,0,0,0.87,96.0,10.0,strict_14_with_grace_period,2011,within an hour,98%,0,26.0,Lisboa,38.7451,-9.138530000000001,Apartment,4 Stars,Red,9
1210169,141,Entire home/apt,192.0,40.0,4,4,24,0.46,96.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,1,2.0,Sintra,38.80611,-9.39653,House,4 Stars,Yellow,9
1230207,142,Entire home/apt,45.0,0.0,6,13,19,0.81,92.0,10.0,moderate,2011,within a few hours,100%,0,1.0,Cascais,38.69834,-9.41927,Apartment,3 Stars,Yellow,9
1237805,143,Entire home/apt,80.0,20.0,0,0,0,1.01,93.0,10.0,moderate,2011,within a few hours,100%,0,1.0,Lisboa,38.71359,-9.14683,Apartment,3 Stars,Red,9
520870,144,Entire home/apt,155.0,30.0,6,23,48,1.62,95.0,9.0,strict_14_with_grace_period,2011,within a few hours,100%,1,3.0,Lisboa,38.71995,-9.12204,Apartment,3 Stars,Yellow,9
1253359,145,Private room,30.0,0.0,5,10,15,3.14,97.0,10.0,moderate,2011,within an hour,100%,1,2.0,Lisboa,38.73608,-9.15591,Apartment,4 Stars,Yellow,9
1255095,146,Entire home/apt,180.0,30.0,11,30,57,0.7,100.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,1,1.0,Lisboa,38.71188,-9.13458,Apartment,5 Stars,Green,9
1282676,148,Entire home/apt,140.0,0.0,5,16,26,0.05,95.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,0,22.0,Lisboa,38.710679999999996,-9.141010000000001,Apartment,3 Stars,Yellow,9
495593,151,Entire home/apt,45.0,0.0,1,1,4,2.75,95.0,10.0,strict_14_with_grace_period,2011,within a few hours,100%,0,2.0,Lisboa,38.72521,-9.130560000000001,Apartment,3 Stars,Yellow,9
1308681,152,Entire home/apt,100.0,0.0,0,0,0,0.31,91.0,10.0,moderate,2011,a few days or more,0%,0,1.0,Sintra,38.83981,-9.46096,House,3 Stars,Red,9
647439,153,Entire home/apt,44.0,0.0,4,7,30,3.83,93.0,10.0,moderate,2011,within an hour,100%,0,4.0,Lisboa,38.71358,-9.1342,Loft,3 Stars,Yellow,9
1312785,154,Entire home/apt,99.0,35.0,4,21,35,0.37,95.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,1,15.0,Lisboa,38.716590000000004,-9.1381,Apartment,3 Stars,Yellow,9
1313374,155,Entire home/apt,100.0,35.0,4,24,54,1.33,97.0,10.0,moderate,2011,within an hour,100%,1,9.0,Lisboa,38.71002,-9.15168,Apartment,4 Stars,Yellow,9
1327000,157,Entire home/apt,124.0,0.0,19,22,43,0.14,97.0,10.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Lisboa,38.71132,-9.15258,Townhouse,4 Stars,Green,9
184400,158,Entire home/apt,340.0,40.0,17,41,68,0.89,91.0,10.0,strict_14_with_grace_period,2010,within a day,68%,0,18.0,Lisboa,38.71703,-9.14985,Serviced apartment,3 Stars,Green,10
1346663,159,Entire home/apt,79.0,20.0,11,12,17,3.54,97.0,10.0,strict_14_with_grace_period,2011,within a day,100%,1,1.0,Lisboa,38.71002,-9.150789999999999,Apartment,4 Stars,Green,9
1346813,160,Entire home/apt,55.0,0.0,2,5,9,0.13,91.0,9.0,moderate,2011,within an hour,100%,0,2.0,Lisboa,38.72377,-9.1453,Apartment,3 Stars,Yellow,9
1351672,161,Entire home/apt,80.0,20.0,10,12,18,1.54,96.0,9.0,moderate,2011,within a day,100%,1,1.0,Mafra,38.98561,-9.41652,Apartment,4 Stars,Green,9
1354982,162,Entire home/apt,105.0,35.0,1,1,8,3.09,94.0,10.0,moderate,2011,within an hour,100%,1,1.0,Lisboa,38.712790000000005,-9.12457,Apartment,3 Stars,Yellow,9
1328660,163,Entire home/apt,109.0,20.0,27,57,87,2.27,95.0,10.0,strict_14_with_grace_period,2011,within an hour,90%,0,2.0,Lisboa,38.710770000000004,-9.129,Loft,3 Stars,Green,9
776635,164,Entire home/apt,140.0,60.0,14,20,50,0.36,88.0,8.0,moderate,2011,within an hour,100%,0,16.0,Sintra,38.79462,-9.436010000000001,House,2 Stars,Green,9
1373142,165,Entire home/apt,94.0,30.0,1,4,7,3.59,94.0,9.0,strict_14_with_grace_period,2011,within an hour,100%,0,1.0,Lisboa,38.71244,-9.14573,Apartment,3 Stars,Yellow,9
996180,167,Entire home/apt,144.0,35.0,1,1,1,0.54,96.0,9.0,strict_14_with_grace_period,2011,within a day,100%,0,1.0,Lisboa,38.717490000000005,-9.15361,Townhouse,4 Stars,Yellow,9
405842,168,Entire home/apt,120.0,30.0,0,0,0,0.24,84.0,8.0,strict_14_with_grace_period,2011,within a few hours,100%,0,7.0,Lisboa,38.72732,-9.163730000000001,Apartment,2 Stars,Red,9
